	0
infortúnio	tristeza
escusa	alegria
barbaridade	medo
hostilidade	nojo
aborrecimento	raiva
arrebatamento	surpresa
misantropia	tristeza
justificativa	alegria
atrocidade	medo
inimizade	nojo
loucura	raiva
sensação	surpresa
aborto	tristeza
motivo	alegria
hediondez	medo
malquerença	nojo
impulso	raiva
deslumbramento	surpresa
mal	tristeza
razão	alegria
selvajaria	medo
malquerer	nojo
ímpeto	raiva
deslumbre	surpresa
adversidade	tristeza
explicação	alegria
desumanidade	medo
abuso	nojo
borrasca	raiva
encantamento	surpresa
calamidade	tristeza
compensação	alegria
bestialidade	medo
agonia	nojo
exaltação	raiva
encanto	surpresa
catástrofe	tristeza
devolução	alegria
crime	medo
estuação	nojo
excitação	raiva
êxtase	surpresa
revés	tristeza
indenização	alegria
feiura	medo
revolução	nojo
acromania	raiva
fascinação	surpresa
tragédia	tristeza
paga	alegria
monstro	medo
entojo	nojo
assanhamento	raiva
respeito	surpresa
tormento	tristeza
pagamento	alegria
bicho	medo
afronta	nojo
embravecimento	raiva
consideração	surpresa
mesquinhez	tristeza
recompensa	alegria
diabo	medo
naupatia	nojo
encarniçamento	raiva
veneração	surpresa
contratempo	tristeza
reembolso	alegria
mostrengo	medo
peso	nojo
estrilo	raiva
adoração	surpresa
intempérie	tristeza
remuneração	alegria
canhão	medo
tontura	nojo
repente	raiva
afeição	surpresa
castigo	tristeza
ressarcimento	alegria
bruxa	medo
enfado	nojo
rompante	raiva
apreço	surpresa
volta	tristeza
restituição	alegria
bruaca	medo
enfaro	nojo
veemência	raiva
contemplação	surpresa
lástima	tristeza
retribuição	alegria
xaveco	medo
tédio	nojo
voracidade	raiva
deferência	surpresa
golpe	tristeza
desagravo	alegria
bagulho	medo
resistência	nojo
tesão	raiva
estima	surpresa
derrota	tristeza
expiação	alegria
jararaca	medo
oposição	nojo
elã	raiva
simpatia	surpresa
sorte	tristeza
reparação	alegria
bucho	medo
objeção	nojo
pena	raiva
assombração	surpresa
negrura	tristeza
retratação	alegria
desagrado	medo
revolta	nojo
punição	raiva
visão	surpresa
negrume	tristeza
bem-aventurança	alegria
desprazer	medo
dificuldade	nojo
vingança	raiva
atordoamento	surpresa
miséria	tristeza
ventura	alegria
contrariedade	medo
torpeza	nojo
cólera-morbo	raiva
fantasma	surpresa
sentimento	tristeza
dita	alegria
amofinação	medo
rejeição	nojo
mordexim	raiva
fenômeno	surpresa
moleza	tristeza
fortuna	alegria
padecimento	medo
esquivança	nojo
descontrole	raiva
aparição	surpresa
atribulação	tristeza
sucesso	alegria
dinheirão	medo
repúdio	nojo
exacerbação	raiva
espetáculo	surpresa
caiporismo	tristeza
êxito	alegria
dinheirada	medo
escândalo	nojo
agitação	raiva
milagre	surpresa
casmurrice	tristeza
triunfo	alegria
dinheirama	medo
expulsão	nojo
força	raiva
pasmaceira	surpresa
hipocondria	tristeza
vitória	alegria
exorbitância	medo
repressão	nojo
feridade	raiva
prodígio	surpresa
insucesso	tristeza
acerto	alegria
batelada	medo
recalque	nojo
fereza	raiva
estupefato	surpresa
macaca	tristeza
glória	alegria
monte	medo
asca	nojo
braveza	raiva
boquiaberto	surpresa
mofina	tristeza
congratulações	alegria
montão	medo
enjeitamento	nojo
ferocidade	raiva
pasmado	surpresa
morrinha	tristeza
felicitações	alegria
quantidade	medo
entejo	nojo
flagelo	raiva
admirado	surpresa
suicídio	tristeza
cumprimentos	alegria
abundância	medo
estranhamento	nojo
mau	raiva
espantado	surpresa
taciturnidade	tristeza
gáudio	alegria
enxurrada	medo
contestação	nojo
praga	raiva
estupefacto	surpresa
transtorno	tristeza
jubilação	alegria
porção	medo
denegação	nojo
nervosismo	raiva
perplexo	surpresa
urucubaca	tristeza
delícia	alegria
profusão	medo
divergência	nojo
neurastenia	raiva
surpreendido	surpresa
vicissitude	tristeza
distração	alegria
série	medo
impugnação	nojo
estresse	raiva
surpreso	surpresa
zica	tristeza
diversão	alegria
chorrilho	medo
nega	nojo
stress	raiva
absorto	surpresa
tanglomanglo	tristeza
divertimento	alegria
mundo	medo
negaça	nojo
droga	raiva
embasbacado	surpresa
malemolência	tristeza
entretenimento	alegria
mundaréu	medo
negação	nojo
grosseiro	raiva
atônito	surpresa
acabrunhamento	tristeza
passatempo	alegria
amontoado	medo
negamento	nojo
agastamento	raiva
portento	surpresa
apatia	tristeza
recreação	alegria
intensamente	medo
recusa	nojo
azedume	raiva
colosso	surpresa
arrefecimento	tristeza
gozo	alegria
muito	medo
refusão	nojo
birra	raiva
embevecimento	surpresa
debilidade	tristeza
satisfazer	alegria
bastante	medo
refutação	nojo
perrice	raiva
perfeição	surpresa
derrotismo	tristeza
comprazer	alegria
imenso	medo
anorexia	nojo
nervoso	raiva
primor	surpresa
desconforto	tristeza
aprazer	alegria
demais	medo
cansaço	nojo
aperreação	raiva
apuro	surpresa
desespero	tristeza
agradar	alegria
demasiado	medo
canseira	nojo
impaciência	raiva
precisão	surpresa
desinteresse	tristeza
doçura	alegria
demasiadamente	medo
fadiga	nojo
estorvo	raiva
correção	surpresa
desvalor	tristeza
vontade	alegria
excessivamente	medo
inapetência	nojo
desconfiança	raiva
impecabilidade	surpresa
esgotamento	tristeza
complacência	alegria
exageradamente	medo
quebreira	nojo
acirramento	raiva
calêndula	surpresa
esvaecimento	tristeza
festa	alegria
tremor	medo
sufocação	nojo
apoquentação	raiva
dengue	surpresa
frieza	tristeza
aleluia	alegria
caguira	medo
saciedade	nojo
apuração	raiva
amor	surpresa
frio	tristeza
rejubilação	alegria
sobrosso	medo
displicência	nojo
apuramento	raiva
paixão	surpresa
indiferença	tristeza
sol	alegria
reverência	medo
monotonia	nojo
arrelia	raiva
sedução	surpresa
inércia	tristeza
rejúbilo	alegria
obediência	medo
xarope	nojo
arrenegação	raiva
prisão	surpresa
languidez	tristeza
empolgação	alegria
desassossego	medo
anátema	nojo
assomo	raiva
interesse	surpresa
letargia	tristeza
letícia	alegria
inquietude	medo
abomínio	nojo
aziúme	raiva
ofuscação	surpresa
modorra	tristeza
sorriso	alegria
ameaça	medo
prevenção	nojo
baba	raiva
denguice	surpresa
preguiça	tristeza
zombaria	alegria
pontualidade	medo
ardor	nojo
despeito	raiva
imã	surpresa
remissão	tristeza
gargalhada	alegria
zelo	medo
calor	nojo
escamação	raiva
charme	surpresa
tepidez	tristeza
gozação	alegria
diligência	medo
fervor	nojo
fel	raiva
dengo	surpresa
tibieza	tristeza
chacota	alegria
empenho	medo
arrojo	nojo
focagem	raiva
atração	surpresa
viuvez	tristeza
ridículo	alegria
rigor	medo
audácia	nojo
lua	raiva
atratividade	surpresa
decepção	tristeza
hilaridade	alegria
escrúpulo	medo
bravura	nojo
calundu	raiva
glamour	surpresa
inconformação	tristeza
risada	alegria
cuidado	medo
brio	nojo
torvação	raiva
carisma	surpresa
desprazimento	tristeza
judiaria	alegria
salto	medo
coragem	nojo
mau humor	raiva
impacto	surpresa
malgrado	tristeza
judiação	alegria
tremura	medo
determinação	nojo
implicação	raiva
desordem	surpresa
abate	tristeza
consentimento	alegria
alarme	medo
disposição	nojo
implicância	raiva
bagunça	surpresa
nirvana	tristeza
concordância	alegria
peladura	medo
intrepidez	nojo
malevolência	raiva
roldão	surpresa
baixa	tristeza
anuência	alegria
acovardamento	medo
ousadia	nojo
garra	raiva
suspiro	surpresa
rebaixamento	tristeza
aprovação	alegria
intranquilidade	medo
valentia	nojo
anseio	raiva
trepidação	surpresa
enfraquecimento	tristeza
permissão	alegria
intimidação	medo
enojamento	nojo
avidez	raiva
estremecimento	surpresa
abaixamento	tristeza
assentimento	alegria
consumição	medo
chateação	nojo
sofreguidão	raiva
balanço	surpresa
dedução	tristeza
aquiescência	alegria
mortificação	medo
ambição	nojo
fome	raiva
oscilação	surpresa
desconto	tristeza
aceitação	alegria
pressentimento	medo
vazio	nojo
apetite	raiva
sacudida	surpresa
diminuição	tristeza
beneplácito	alegria
hesitação	medo
morte	nojo
arroubo	raiva
sacudidela	surpresa
humilhação	tristeza
cortesia	alegria
suspeita	medo
anojamento	nojo
acesso	raiva
abalamento	surpresa
palerma	tristeza
educação	alegria
suspeição	medo
solda	nojo
moda	raiva
estremeção	surpresa
caimento	tristeza
gentileza	alegria
cisma	medo
noite	nojo
voga	raiva
frêmito	surpresa
decadência	tristeza
delicadeza	alegria
captação	medo
condoimento	nojo
amolação	raiva
abalada	surpresa
declínio	tristeza
cordialidade	alegria
assimilação	medo
compadecimento	nojo
enguiço	raiva
debandada	surpresa
ruína	tristeza
amabilidade	alegria
entendimento	medo
compaixão	nojo
feitiço	raiva
fuga	surpresa
escuridão	tristeza
graciosidade	alegria
percepção	medo
piedade	nojo
mau-olhado	raiva
retirada	surpresa
baixeza	tristeza
afabilidade	alegria
absorção	medo
comiseração	nojo
quebranto	raiva
partida	surpresa
anemia	tristeza
urbanidade	alegria
compreensão	medo
constrição	nojo
incompatibilidade	raiva
saída	surpresa
astenia	tristeza
fineza	alegria
apoderamento	medo
enternecimento	nojo
enfurecimento	raiva
movimentação	surpresa
estrago	tristeza
lhaneza	alegria
apoderação	medo
miseração	nojo
briga	raiva
baque	surpresa
fossa	tristeza
atenção	alegria
apresamento	medo
misericórdia	nojo
desavença	raiva
tranco	surpresa
diferença	tristeza
gratificação	alegria
aprisionamento	medo
abalançar	nojo
luta	raiva
ataque	surpresa
redução	tristeza
prêmio	alegria
apropriação	medo
romanear	nojo
rixa	raiva
moção	surpresa
desgaste	tristeza
gorjeta	alegria
arresto	medo
sopesar	nojo
avaria	raiva
desinquietação	surpresa
matança	tristeza
favor	alegria
captura	medo
avaliar	nojo
defeito	raiva
debilitação	surpresa
lentidão	tristeza
caixinha	alegria
confiscação	medo
apreciar	nojo
falha	raiva
quebra	surpresa
torpor	tristeza
galardão	alegria
confisco	medo
analisar	nojo
agressão	raiva
depauperamento	surpresa
opressão	tristeza
carinhos	alegria
detenção	medo
considerar	nojo
hostilização	raiva
dissuasão	surpresa
aniquilamento	tristeza
afagos	alegria
embargo	medo
estimar	nojo
ofensa	raiva
tumulto	surpresa
atimia	tristeza
festas	alegria
sequestro	medo
estudar	nojo
dureza	raiva
convulsão	surpresa
derrubada	tristeza
festinhas	alegria
afligimento	medo
examinar	nojo
brutalidade	raiva
efervescência	surpresa
descaimento	tristeza
mimos	alegria
tormenta	medo
observar	nojo
belicosidade	raiva
terremoto	surpresa
desvalorização	tristeza
brinco-de-princesa	alegria
atormentamento	medo
ponderar	nojo
dinamismo	raiva
sismo	surpresa
lombeira	tristeza
lágrima	alegria
precaução	medo
presumir	nojo
energia	raiva
cataclismo	surpresa
marasmo	tristeza
oferta	alegria
dedicação	medo
imaginar	nojo
empreendimento	raiva
abalroamento	surpresa
morbidez	tristeza
resguardo	alegria
esmero	medo
calcular	nojo
atividade	raiva
batida	surpresa
nostalgia	tristeza
agasalho	alegria
capricho	medo
conjecturar	nojo
recrudescimento	raiva
abalroação	surpresa
quebradeira	tristeza
dádiva	alegria
solicitude	medo
prever	nojo
desapontamento	raiva
colisão	surpresa
quebramento	tristeza
volúpia	alegria
aplicação	medo
supor	nojo
desaponto	raiva
concussão	surpresa
quebrantamento	tristeza
bobagem	alegria
desvelo	medo
influenciar	nojo
desencanto	raiva
embate	surpresa
amortização	tristeza
comodidade	alegria
devoção	medo
atuar	nojo
desencantamento	raiva
encontrão	surpresa
bônus	tristeza
prenda	alegria
obsessão	medo
induzir	nojo
desilusão	raiva
encontro	surpresa
inanição	tristeza
vibração	alegria
fixação	medo
influir	nojo
fracasso	raiva
esbarrão	surpresa
subtração	tristeza
algazarra	alegria
compulsão	medo
instigar	nojo
malogro	raiva
esbarro	surpresa
umbigo	tristeza
movimento	alegria
obcecação	medo
intervir	nojo
falhanço	raiva
pancada	surpresa
decremento	tristeza
bulício	alegria
fanatismo	medo
motivar	nojo
naufrágio	raiva
recontro	surpresa
depleção	tristeza
afã	alegria
pensamento	medo
sugestionar	nojo
antagonismo	raiva
solavanco	surpresa
adelgaçamento	tristeza
vigor	alegria
mania	medo
recair	nojo
desafeição	raiva
topada	surpresa
saudade	tristeza
gás	alegria
preconceito	medo
incidir	nojo
pontinha	raiva
toque	surpresa
banzo	tristeza
alento	alegria
prejulgamento	medo
apertar	nojo
quizília	raiva
trombada	surpresa
malacia	tristeza
vivacidade	alegria
discriminação	medo
calcar	nojo
teiró	raiva
conflito	surpresa
destruição	tristeza
brilho	alegria
estereótipo	medo
estender-se	nojo
alergia	raiva
desentendimento	surpresa
assolação	tristeza
vida	alegria
prejuízo	medo
imprensar	nojo
contragosto	raiva
discussão	surpresa
destroços	tristeza
viveza	alegria
prenoção	medo
oprimir	nojo
quizila	raiva
batalha	surpresa
devastação	tristeza
alma	alegria
antepaixão	medo
premer	nojo
imprecação	raiva
combate	surpresa
degradação	tristeza
estímulo	alegria
arquejo	medo
prensar	nojo
desdém	raiva
enfrentamento	surpresa
nuvem	tristeza
encorajamento	alegria
estertor	medo
pressionar	nojo
desconsideração	raiva
peleja	surpresa
desconsolação	tristeza
apoio	alegria
vasca	medo
sobrecarregar	nojo
desapreço	raiva
pugna	surpresa
sufoco	tristeza
incentivo	alegria
aspiração	medo
abater	nojo
descaso	raiva
eletrochoque	surpresa
pecado	tristeza
incitação	alegria
ofego	medo
aborrecer	nojo
desatenção	raiva
descarga	surpresa
trauma	tristeza
incitamento	alegria
anelo	medo
chatear	nojo
menosprezo	raiva
contusão	surpresa
desmaio	tristeza
acoroçoamento	alegria
anelação	medo
desagradar	nojo
menoscabo	raiva
mossa	surpresa
desfalecimento	tristeza
favorecimento	alegria
ebulição	medo
descontentar	nojo
depreciação	raiva
motim	surpresa
síncope	tristeza
fomentação	alegria
ralação	medo
desgostar	nojo
vilipêndio	raiva
rebelião	surpresa
amortecimento	tristeza
fomento	alegria
dubiedade	medo
estorvar	nojo
detração	raiva
levantamento	surpresa
exaustão	tristeza
influxo	alegria
ambiguidade	medo
importunar	nojo
pouco-caso	raiva
levante	surpresa
extenuação	tristeza
aparecimento	alegria
dubiez	medo
incomodar	nojo
desrespeito	raiva
abano	surpresa
estafa	tristeza
surgimento	alegria
imprecisão	medo
maçar	nojo
desacato	raiva
abanão	surpresa
esfalfamento	tristeza
irrupção	alegria
indecisão	medo
magoar	nojo
negligência	raiva
distúrbio	surpresa
relaxamento	tristeza
eclosão	alegria
indefinição	medo
perturbar	nojo
desfavor	raiva
conturbação	surpresa
relaxação	tristeza
paladar	alegria
indeterminação	medo
apiedar	nojo
desamor	raiva
caos	surpresa
letargo	tristeza
gustação	alegria
insegurança	medo
comiserar	nojo
desculto	raiva
crise	surpresa
langor	tristeza
sabor	alegria
interrogação	medo
comover	nojo
desprendimento	raiva
barulho	surpresa
atonia	tristeza
palato	alegria
irresolução	medo
compadecer	nojo
abandono	raiva
aperto	surpresa
lassidão	tristeza
saibo	alegria
vacilação	medo
compungir	nojo
desapego	raiva
embaraço	surpresa
entorpecimento	tristeza
apetência	alegria
ceticismo	medo
condoer	nojo
alheamento	raiva
atrapalhação	surpresa
indolência	tristeza
aptidão	alegria
descrença	medo
consternar	nojo
renúncia	raiva
desorientação	surpresa
inatividade	tristeza
propensão	alegria
incredulidade	medo
contristar	nojo
abnegação	raiva
irregularidade	surpresa
concavidade	tristeza
predileção	alegria
pirronismo	medo
emocionar	nojo
isenção	raiva
problema	surpresa
cavidade	tristeza
predisposição	alegria
suspicácia	medo
enternecer	nojo
relutância	raiva
erro	surpresa
cova	tristeza
inclinação	alegria
melindre	medo
entristecer	nojo
queixa	raiva
falta	surpresa
buraco	tristeza
tendência	alegria
obstáculo	medo
molestar	nojo
ciúme	raiva
desvio	surpresa
sulco	tristeza
preferência	alegria
questão	medo
penalizar	nojo
ressaibo	raiva
disfunção	surpresa
desnível	tristeza
queda	alegria
pergunta	medo
sensibilizar	nojo
higrofobia	raiva
desarranjo	surpresa
recessão	tristeza
fraco	alegria
sem dúvida	medo
tocar	nojo
trapalhada	raiva
desarmonia	surpresa
estagnação	tristeza
pendor	alegria
cobardia	medo
equilibrar-se	nojo
condenação	raiva
mudança	surpresa
paralisação	tristeza
habilidade	alegria
tremelique	medo
arrependimento	nojo
maldição	raiva
modificação	surpresa
definhamento	tristeza
vocação	alegria
maricagem	medo
compunção	nojo
perda	raiva
transformação	surpresa
decréscimo	tristeza
veia	alegria
adinamia	medo
contrição	nojo
perdição	raiva
desequilíbrio	surpresa
decrescimento	tristeza
sensibilidade	alegria
fragilidade	medo
pesadume	nojo
doença	raiva
vertigem	surpresa
atenuação	tristeza
bom gosto	alegria
depauperação	medo
remorso	nojo
achaque	raiva
estonteamento	surpresa
minoração	tristeza
elegância	alegria
fraqueira	medo
pepino	nojo
indisposição	raiva
impressão	surpresa
apoucamento	tristeza
finura	alegria
acobardamento	medo
fumo	nojo
ziguizira	raiva
turbação	surpresa
desengano	tristeza
refinamento	alegria
desbrio	medo
braçal	nojo
ziquizira	raiva
esquisitice	surpresa
desesperação	tristeza
requinte	alegria
tibiez	medo
constrangimento	nojo
dodói	raiva
extravagância	surpresa
desperança	tristeza
discrição	alegria
timidez	medo
vexame	nojo
enfermidade	raiva
excentricidade	surpresa
contristação	tristeza
harmonia	alegria
vício	medo
desonra	nojo
adoecimento	raiva
bizarria	surpresa
condolência	tristeza
maneira	alegria
deficiência	medo
enxovalho	nojo
mazela	raiva
originalidade	surpresa
pêsames	tristeza
modo	alegria
deformidade	medo
opróbrio	nojo
afecção	raiva
singularidade	surpresa
inveja	tristeza
jeito	alegria
desdouro	medo
ignomínia	nojo
carregação	raiva
espécie	surpresa
dor de cotovelo	tristeza
estilo	alegria
deslustre	medo
demérito	nojo
incômodo	raiva
esquivamento	surpresa
cobiça	tristeza
forma	alegria
eiva	medo
descrédito	nojo
morbo	raiva
esquivez	surpresa
cupidez	tristeza
critério	alegria
imperfeição	medo
aviltamento	nojo
querer	raiva
esquiveza	surpresa
marca	tristeza
opinião	alegria
ineficácia	medo
desdoiro	nojo
tentação	raiva
pompa	surpresa
mancha	tristeza
discernimento	alegria
ineficiência	medo
labéu	nojo
fantasia	raiva
luxo	surpresa
nódoa	tristeza
escolha	alegria
inutilidade	medo
acanhamento	nojo
libido	raiva
ostentação	surpresa
sinal	tristeza
juízo	alegria
mácula	medo
introversão	nojo
lascívia	raiva
aparato	surpresa
impureza	tristeza
alvitre	alegria
senão	medo
retraimento	nojo
lubricidade	raiva
magia	surpresa
chatice	tristeza
arbítrio	alegria
indefensabilidade	medo
reserva	nojo
concupiscência	raiva
magnetismo	surpresa
má sorte	tristeza
mercê	alegria
vulnerabilidade	medo
recolhimento	nojo
excitamento	raiva
hipnotismo	surpresa
desastre	tristeza
bel-prazer	alegria
bambeza	medo
encolhimento	nojo
sede	raiva
circunstancial	surpresa
tribulação	tristeza
talante	alegria
largueza	medo
rubor	nojo
ganância	raiva
casual	surpresa
desfortúnio	tristeza
opção	alegria
folga	medo
decência	nojo
febre	raiva
acidental	surpresa
desgraceira	tristeza
molhadela	alegria
morosidade	medo
compostura	nojo
apego	raiva
desacautelado	surpresa
amuo	tristeza
conforto	alegria
acídia	medo
virtude	nojo
aferro	raiva
extraordinário	surpresa
agrura	tristeza
aconchego	alegria
desídia	medo
moralidade	nojo
propósito	raiva
fortuito	surpresa
penar	tristeza
saúde	alegria
laxação	medo
seriedade	nojo
pretensão	raiva
impensado	surpresa
suplício	tristeza
segurança	alegria
subtileza	medo
pudicícia	nojo
intenção	raiva
impensável	surpresa
martírio	tristeza
tranquilidade	alegria
palidez	medo
honra	nojo
intento	raiva
imprevisível	surpresa
calvário	tristeza
beatitude	alegria
desleixo	medo
amor-próprio	nojo
intuito	raiva
inadvertido	surpresa
prova	tristeza
bem	alegria
desmazelo	medo
dignidade	nojo
tenção	raiva
incalculado	surpresa
provação	tristeza
conveniência	alegria
clínico	medo
orgulho	nojo
desígnio	raiva
inopinado	surpresa
tortura	tristeza
oásis	alegria
terapeuta	medo
integridade	nojo
alvo	raiva
inopino	surpresa
penúria	tristeza
independência	alegria
doutor	medo
pundonor	nojo
objetivo	raiva
ocasional	surpresa
pobreza	tristeza
prosperidade	alegria
esculápio	medo
dormideira	nojo
objeto	raiva
surpreendente	surpresa
paciência	tristeza
benevolência	alegria
facultativo	medo
castidade	nojo
projeto	raiva
acaso	surpresa
resignação	tristeza
benignidade	alegria
galeno	medo
honestidade	nojo
veleidade	raiva
acidente	surpresa
conformação	tristeza
condescendência	alegria
iátrico	medo
inocência	nojo
veneta	raiva
circunstância	surpresa
conformidade	tristeza
conteúdo	alegria
medicinal	medo
modéstia	nojo
desvario	raiva
episódio	surpresa
tolerância	tristeza
amenidade	alegria
medical	medo
pureza	nojo
devaneio	raiva
eventualidade	surpresa
tensão	tristeza
prazimento	alegria
medicamentoso	medo
despretensão	nojo
sonho	raiva
incidente	surpresa
pressa	tristeza
sanção	alegria
recurso	medo
singeleza	nojo
obstinação	raiva
lance	surpresa
percalço	tristeza
jucundidade	alegria
remédio	medo
cautela	nojo
teimosia	raiva
abrupto	surpresa
óbice	tristeza
